mu,seed,cell_id,n,k
0.2,193,10,817,750
0.2,193,11,202,159
0.2,194,0,794,529
0.2,194,1,194,82
0.2,194,2,808,647
0.2,194,3,197,114
0.2,194,4,778,754
0.2,194,5,199,148
0.2,194,6,850,508
0.2,194,7,196,105
0.2,194,8,781,576
0.2,194,9,215,141
0.2,194,10,816,742
0.2,194,11,172,140
0.2,195,0,798,558
0.2,195,1,221,93
0.2,195,2,775,639
0.2,195,3,207,121
0.2,195,4,826,801
0.2,195,5,207,160
0.2,195,6,767,480
0.2,195,7,202,94
0.2,195,8,849,664
0.2,195,9,195,127
0.2,195,10,764,694
0.2,195,11,189,159
0.2,196,0,824,549
0.2,196,1,203,84
0.2,196,2,781,635
0.2,196,3,178,106
0.2,196,4,813,783
0.2,196,5,205,140
0.2,196,6,765,467
0.2,196,7,201,106
0.2,196,8,838,633
0.2,196,9,202,136
0.2,196,10,776,700
0.2,196,11,214,172
0.2,197,0,785,549
0.2,197,1,190,79
0.2,197,2,798,663
0.2,197,3,215,120
0.2,197,4,793,761
0.2,197,5,205,152
0.2,197,6,817,494
0.2,197,7,198,95
0.2,197,8,806,626
0.2,197,9,200,125
0.2,197,10,783,720
0.2,197,11,210,169
0.2,198,0,785,536
0.2,198,1,189,79
0.2,198,2,829,676
0.2,198,3,186,110
0.2,198,4,832,804
0.2,198,5,215,159
0.2,198,6,815,496
0.2,198,7,192,94
0.2,198,8,784,590
0.2,198,9,190,110
0.2,198,10,786,727
0.2,198,11,197,152
0.2,199,0,818,530
0.2,199,1,199,74
0.2,199,2,785,650
0.2,199,3,208,122
0.2,199,4,808,786
0.2,199,5,224,154
0.2,199,6,752,455
0.2,199,7,210,91
0.2,199,8,854,657
0.2,199,9,188,119
0.2,199,10,776,722
0.2,199,11,178,138
0.05,0,0,986,666
0.05,0,1,50,27
0.05,0,2,949,778
0.05,0,3,59,36
0.05,0,4,950,920
0.05,0,5,54,41
0.05,0,6,948,588
0.05,0,7,51,22
0.05,0,8,924,680
0.05,0,9,45,26
0.05,0,10,941,850
0.05,0,11,43,31
0.05,1,0,936,634
0.05,1,1,44,25
0.05,1,2,953,788
0.05,1,3,36,23
0.05,1,4,998,973
0.05,1,5,56,34
0.05,1,6,926,546
0.05,1,7,53,27
0.05,1,8,939,690
0.05,1,9,52,33
0.05,1,10,951,853
0.05,1,11,56,43
0.05,2,0,954,639
0.05,2,1,59,21
0.05,2,2,953,783
0.05,2,3,53,26
0.05,2,4,930,900
0.05,2,5,46,30
0.05,2,6,947,562
0.05,2,7,54,27
0.05,2,8,968,734
0.05,2,9,52,34
0.05,2,10,937,871
0.05,2,11,47,34
0.05,3,0,943,634
0.05,3,1,59,18
0.05,3,2,932,773
0.05,3,3,42,29
0.05,3,4,905,876
0.05,3,5,55,35
0.05,3,6,970,602
0.05,3,7,51,23
0.05,3,8,1002,775
0.05,3,9,39,24
0.05,3,10,948,862
0.05,3,11,54,39
0.05,4,0,1006,690
0.05,4,1,58,25
0.05,4,2,957,793
0.05,4,3,51,27
0.05,4,4,1001,970
0.05,4,5,58,44
0.05,4,6,889,541
0.05,4,7,50,31
0.05,4,8,926,686
0.05,4,9,53,32
0.05,4,10,891,823
0.05,4,11,60,47
0.05,5,0,934,617
0.05,5,1,44,16
0.05,5,2,936,774
0.05,5,3,59,36
0.05,5,4,904,882
0.05,5,5,51,36
0.05,5,6,976,599
0.05,5,7,53,23
0.05,5,8,994,764
0.05,5,9,45,29
0.05,5,10,950,854
0.05,5,11,54,49
0.05,6,0,973,662
0.05,6,1,54,19
0.05,6,2,1008,812
0.05,6,3,50,30
0.05,6,4,975,945
0.05,6,5,40,31
0.05,6,6,868,538
0.05,6,7,37,18
0.05,6,8,941,718
0.05,6,9,36,25
0.05,6,10,969,902
0.05,6,11,49,40
0.05,7,0,948,640
0.05,7,1,58,27
0.05,7,2,923,758
0.05,7,3,42,33
0.05,7,4,938,905
0.05,7,5,54,43
0.05,7,6,957,599
0.05,7,7,54,27
0.05,7,8,999,768
0.05,7,9,43,27
0.05,7,10,942,857
0.05,7,11,42,34
0.05,8,0,919,620
0.05,8,1,49,20
0.05,8,2,974,799
0.05,8,3,40,24
0.05,8,4,936,907
0.05,8,5,53,41
0.05,8,6,962,591
0.05,8,7,60,24
0.05,8,8,942,713
0.05,8,9,70,43
0.05,8,10,940,842
0.05,8,11,55,38
0.05,9,0,968,651
0.05,9,1,38,14
0.05,9,2,926,761
0.05,9,3,42,19
0.05,9,4,910,888
0.05,9,5,51,40
0.05,9,6,952,583
0.05,9,7,49,27
0.05,9,8,1028,803
0.05,9,9,71,43
0.05,9,10,914,826
0.05,9,11,51,40
0.05,10,0,870,588
0.05,10,1,60,22
0.05,10,2,996,827
0.05,10,3,50,28
0.05,10,4,950,925
0.05,10,5,39,31
0.05,10,6,932,570
0.05,10,7,44,21
0.05,10,8,952,730
0.05,10,9,49,32
0.05,10,10,1006,928
0.05,10,11,52,40
0.05,11,0,931,626
0.05,11,1,49,19
0.05,11,2,911,752
0.05,11,3,50,31
0.05,11,4,901,881
0.05,11,5,55,36
0.05,11,6,1016,605
0.05,11,7,45,24
0.05,11,8,990,769
0.05,11,9,60,41
0.05,11,10,947,864
0.05,11,11,45,37
0.05,12,0,915,610
0.05,12,1,53,22
0.05,12,2,971,807
0.05,12,3,52,29
0.05,12,4,922,890
0.05,12,5,50,39
0.05,12,6,969,608
0.05,12,7,54,19
0.05,12,8,956,714
0.05,12,9,61,41
0.05,12,10,956,877
0.05,12,11,41,29
0.05,13,0,937,583
0.05,13,1,42,16
0.05,13,2,1003,819
0.05,13,3,60,34
0.05,13,4,917,889
0.05,13,5,46,38
0.05,13,6,940,600
0.05,13,7,44,23
0.05,13,8,946,720
0.05,13,9,48,31
0.05,13,10,973,892
0.05,13,11,44,33
0.05,14,0,957,610
0.05,14,1,56,29
0.05,14,2,951,784
0.05,14,3,55,35
0.05,14,4,954,921
0.05,14,5,53,37
0.05,14,6,924,561
0.05,14,7,46,19
0.05,14,8,994,762
0.05,14,9,43,26
0.05,14,10,915,821
0.05,14,11,52,46
0.05,15,0,958,650
0.05,15,1,57,19
0.05,15,2,984,806
0.05,15,3,54,35
0.05,15,4,918,894
0.05,15,5,40,32
0.05,15,6,962,596
0.05,15,7,47,23
0.05,15,8,925,709
0.05,15,9,53,39
0.05,15,10,954,876
0.05,15,11,48,43
0.05,16,0,971,638
0.05,16,1,48,17
0.05,16,2,994,818
0.05,16,3,38,23
0.05,16,4,897,868
0.05,16,5,47,34
0.05,16,6,926,583
0.05,16,7,61,32
0.05,16,8,994,753
0.05,16,9,55,28
0.05,16,10,905,807
0.05,16,11,64,52
0.05,17,0,955,629
0.05,17,1,45,24
0.05,17,2,945,768
0.05,17,3,54,34
0.05,17,4,901,876
0.05,17,5,50,33
0.05,17,6,919,575
0.05,17,7,62,26
0.05,17,8,991,761
0.05,17,9,49,35
0.05,17,10,979,891
0.05,17,11,50,39
0.05,18,0,940,620
0.05,18,1,56,23
0.05,18,2,968,777
0.05,18,3,41,20
0.05,18,4,932,906
0.05,18,5,61,43
0.05,18,6,853,510
0.05,18,7,48,20
0.05,18,8,977,753
0.05,18,9,75,57
0.05,18,10,994,906
0.05,18,11,55,42
0.05,19,0,930,628
0.05,19,1,56,24
0.05,19,2,935,767
0.05,19,3,58,30
0.05,19,4,928,900
0.05,19,5,65,46
0.05,19,6,956,589
0.05,19,7,56,31
0.05,19,8,957,714
0.05,19,9,50,29
0.05,19,10,952,861
0.05,19,11,57,45
0.05,20,0,946,608
0.05,20,1,47,17
0.05,20,2,979,795
0.05,20,3,41,23
0.05,20,4,975,943
0.05,20,5,56,39
0.05,20,6,897,555
0.05,20,7,60,32
0.05,20,8,966,738
0.05,20,9,45,31
0.05,20,10,948,854
0.05,20,11,40,32
0.05,21,0,922,605
0.05,21,1,54,26
0.05,21,2,948,787
0.05,21,3,59,34
0.05,21,4,893,866
0.05,21,5,48,36
0.05,21,6,980,594
0.05,21,7,55,28
0.05,21,8,998,748
0.05,21,9,50,35
0.05,21,10,937,864
0.05,21,11,56,41
0.05,22,0,968,661
0.05,22,1,44,20
0.05,22,2,927,764
0.05,22,3,39,22
0.05,22,4,928,896
0.05,22,5,49,35
0.05,22,6,982,585
0.05,22,7,47,19
0.05,22,8,980,756
0.05,22,9,48,35
0.05,22,10,932,852
0.05,22,11,56,43
0.05,23,0,969,644
0.05,23,1,51,26
0.05,23,2,949,803
0.05,23,3,52,26
0.05,23,4,974,945
0.05,23,5,55,43
0.05,23,6,915,566
0.05,23,7,52,28
0.05,23,8,945,718
0.05,23,9,43,31
0.05,23,10,936,833
0.05,23,11,59,44
0.05,24,0,953,651
0.05,24,1,54,22
0.05,24,2,1003,829
0.05,24,3,58,37
0.05,24,4,919,897
0.05,24,5,56,38
0.05,24,6,960,586
0.05,24,7,53,23
0.05,24,8,894,676
0.05,24,9,55,38
0.05,24,10,955,885
0.05,24,11,40,33
0.05,25,0,963,658
0.05,25,1,50,23
0.05,25,2,936,768
0.05,25,3,51,34
0.05,25,4,934,910
0.05,25,5,48,35
0.05,25,6,958,609
0.05,25,7,52,19
0.05,25,8,972,733
0.05,25,9,48,30
0.05,25,10,936,854
0.05,25,11,52,43
0.05,26,0,976,670
0.05,26,1,43,20
0.05,26,2,935,774
0.05,26,3,45,26
0.05,26,4,970,944
0.05,26,5,63,50
0.05,26,6,941,595
0.05,26,7,48,22
0.05,26,8,913,702
0.05,26,9,54,33
0.05,26,10,971,889
0.05,26,11,41,31
0.05,27,0,988,683
0.05,27,1,49,28
0.05,27,2,933,774
0.05,27,3,46,28
0.05,27,4,967,931
0.05,27,5,38,32
0.05,27,6,946,566
0.05,27,7,56,22
0.05,27,8,920,688
0.05,27,9,47,30
0.05,27,10,953,883
0.05,27,11,57,46
0.05,28,0,914,601
0.05,28,1,48,27
0.05,28,2,954,760
0.05,28,3,49,22
0.05,28,4,949,928
0.05,28,5,66,50
0.05,28,6,942,583
0.05,28,7,50,30
0.05,28,8,957,731
0.05,28,9,50,31
0.05,28,10,976,900
0.05,28,11,45,35
0.05,29,0,924,634
0.05,29,1,44,19
0.05,29,2,965,759
0.05,29,3,56,33
0.05,29,4,941,921
0.05,29,5,36,24
0.05,29,6,912,568
0.05,29,7,68,31
0.05,29,8,995,752
0.05,29,9,53,37
0.05,29,10,953,863
0.05,29,11,53,42
0.05,30,0,944,627
0.05,30,1,46,16
0.05,30,2,972,814
0.05,30,3,52,33
0.05,30,4,929,896
0.05,30,5,47,30
0.05,30,6,909,547
0.05,30,7,61,28
0.05,30,8,969,755
0.05,30,9,51,35
0.05,30,10,977,872
0.05,30,11,43,31
0.05,31,0,985,659
0.05,31,1,52,25
0.05,31,2,937,752
0.05,31,3,53,32
0.05,31,4,970,942
0.05,31,5,53,44
0.05,31,6,891,513
0.05,31,7,47,20
0.05,31,8,968,728
0.05,31,9,37,23
0.05,31,10,950,871
0.05,31,11,57,43
0.05,32,0,929,626
0.05,32,1,56,23
0.05,32,2,952,760
0.05,32,3,36,17
0.05,32,4,950,919
0.05,32,5,54,39
0.05,32,6,979,560
0.05,32,7,48,22
0.05,32,8,945,737
0.05,32,9,45,31
0.05,32,10,953,875
0.05,32,11,53,42
0.05,33,0,953,676
0.05,33,1,67,35
0.05,33,2,972,787
0.05,33,3,56,35
0.05,33,4,925,901
0.05,33,5,54,37
0.05,33,6,931,565
0.05,33,7,41,20
0.05,33,8,937,709
0.05,33,9,44,26
0.05,33,10,960,884
0.05,33,11,60,47
0.05,34,0,899,579
0.05,34,1,49,22
0.05,34,2,953,781
0.05,34,3,63,37
0.05,34,4,921,896
0.05,34,5,39,29
0.05,34,6,1010,596
0.05,34,7,50,24
0.05,34,8,949,721
0.05,34,9,49,32
0.05,34,10,977,888
0.05,34,11,41,35
0.05,35,0,951,608
0.05,35,1,61,23
0.05,35,2,955,796
0.05,35,3,59,38
0.05,35,4,1013,976
0.05,35,5,48,39
0.05,35,6,894,540
0.05,35,7,46,22
0.05,35,8,973,737
0.05,35,9,53,36
0.05,35,10,916,822
0.05,35,11,31,24
0.05,36,0,941,655
0.05,36,1,54,28
0.05,36,2,954,812
0.05,36,3,52,31
0.05,36,4,937,913
0.05,36,5,49,39
0.05,36,6,931,574
0.05,36,7,46,28
0.05,36,8,973,723
0.05,36,9,53,34
0.05,36,10,960,870
0.05,36,11,50,39
0.05,37,0,968,635
0.05,37,1,43,22
0.05,37,2,947,781
0.05,37,3,52,27
0.05,37,4,959,932
0.05,37,5,53,45
0.05,37,6,926,563
0.05,37,7,48,24
0.05,37,8,955,747
0.05,37,9,48,32
0.05,37,10,944,854
0.05,37,11,57,50
0.05,38,0,975,656
0.05,38,1,36,12
0.05,38,2,955,784
0.05,38,3,52,27
0.05,38,4,947,919
0.05,38,5,54,33
0.05,38,6,916,546
0.05,38,7,47,23
0.05,38,8,962,712
0.05,38,9,55,36
0.05,38,10,943,864
0.05,38,11,58,51
0.05,39,0,959,647
0.05,39,1,49,22
0.05,39,2,949,770
0.05,39,3,50,26
0.05,39,4,951,932
0.05,39,5,49,35
0.05,39,6,938,537
0.05,39,7,59,32
0.05,39,8,955,740
0.05,39,9,51,31
0.05,39,10,934,863
0.05,39,11,56,42
0.05,40,0,1006,666
0.05,40,1,41,19
0.05,40,2,947,777
0.05,40,3,51,29
0.05,40,4,986,959
0.05,40,5,46,35
0.05,40,6,900,546
0.05,40,7,58,26
0.05,40,8,925,709
0.05,40,9,44,32
0.05,40,10,942,865
0.05,40,11,54,45
0.05,41,0,888,590
0.05,41,1,44,23
0.05,41,2,970,808
0.05,41,3,44,17
0.05,41,4,955,934
0.05,41,5,54,39
0.05,41,6,956,589
0.05,41,7,57,32
0.05,41,8,956,723
0.05,41,9,59,40
0.05,41,10,951,852
0.05,41,11,66,48
0.05,42,0,918,612
0.05,42,1,38,16
0.05,42,2,909,742
0.05,42,3,49,29
0.05,42,4,947,923
0.05,42,5,60,42
0.05,42,6,1013,624
0.05,42,7,38,20
0.05,42,8,939,723
0.05,42,9,40,23
0.05,42,10,1001,904
0.05,42,11,48,37
0.05,43,0,1000,675
0.05,43,1,41,16
0.05,43,2,975,781
0.05,43,3,56,33
0.05,43,4,940,911
0.05,43,5,59,47
0.05,43,6,933,569
0.05,43,7,58,26
0.05,43,8,897,676
0.05,43,9,36,27
0.05,43,10,960,884
0.05,43,11,45,35
0.05,44,0,945,595
0.05,44,1,50,23
0.05,44,2,915,762
0.05,44,3,50,29
0.05,44,4,977,951
0.05,44,5,65,50
0.05,44,6,1000,575
0.05,44,7,42,21
0.05,44,8,901,703
0.05,44,9,46,31
0.05,44,10,957,880
0.05,44,11,52,37
0.05,45,0,965,652
0.05,45,1,58,27
0.05,45,2,939,780
0.05,45,3,54,25
0.05,45,4,881,856
0.05,45,5,49,41
0.05,45,6,965,573
0.05,45,7,54,22
0.05,45,8,993,773
0.05,45,9,56,44
0.05,45,10,936,835
0.05,45,11,50,38
0.05,46,0,987,669
0.05,46,1,49,21
0.05,46,2,993,818
0.05,46,3,58,38
0.05,46,4,928,901
0.05,46,5,54,34
0.05,46,6,902,541
0.05,46,7,47,23
0.05,46,8,960,735
0.05,46,9,42,30
0.05,46,10,933,854
0.05,46,11,47,40
0.05,47,0,982,676
0.05,47,1,45,17
0.05,47,2,975,800
0.05,47,3,49,25
0.05,47,4,971,943
0.05,47,5,47,38
0.05,47,6,962,623
0.05,47,7,60,32
0.05,47,8,928,698
0.05,47,9,47,30
0.05,47,10,877,796
0.05,47,11,57,48
0.05,48,0,947,623
0.05,48,1,44,22
0.05,48,2,953,769
0.05,48,3,58,33
0.05,48,4,952,922
0.05,48,5,41,32
0.05,48,6,946,582
0.05,48,7,56,22
0.05,48,8,917,697
0.05,48,9,53,37
0.05,48,10,980,896
0.05,48,11,53,41
0.05,49,0,945,624
0.05,49,1,53,17
0.05,49,2,1001,802
0.05,49,3,43,28
0.05,49,4,929,897
0.05,49,5,62,45
0.05,49,6,933,555
0.05,49,7,58,30
0.05,49,8,945,716
0.05,49,9,49,22
0.05,49,10,946,864
0.05,49,11,36,28
0.05,50,0,937,618
0.05,50,1,49,24
0.05,50,2,925,759
0.05,50,3,57,37
0.05,50,4,1025,991
0.05,50,5,56,44
0.05,50,6,890,524
0.05,50,7,44,21
0.05,50,8,968,749
0.05,50,9,53,29
0.05,50,10,944,856
0.05,50,11,52,42
0.05,51,0,1006,663
0.05,51,1,53,23
0.05,51,2,914,750
0.05,51,3,54,30
0.05,51,4,913,880
0.05,51,5,49,41
0.05,51,6,947,592
0.05,51,7,63,34
0.05,51,8,962,728
0.05,51,9,48,19
0.05,51,10,942,864
0.05,51,11,49,39
0.05,52,0,966,653
0.05,52,1,43,19
0.05,52,2,936,780
0.05,52,3,59,36
0.05,52,4,915,890
0.05,52,5,52,38
0.05,52,6,973,598
0.05,52,7,57,29
0.05,52,8,941,703
0.05,52,9,52,37
0.05,52,10,961,882
0.05,52,11,45,36
0.05,53,0,909,608
0.05,53,1,48,22
0.05,53,2,928,753
0.05,53,3,54,36
0.05,53,4,975,953
0.05,53,5,46,30
0.05,53,6,925,565
0.05,53,7,60,32
0.05,53,8,945,741
0.05,53,9,44,26
0.05,53,10,1008,922
0.05,53,11,58,46
0.05,54,0,938,640
0.05,54,1,46,21
0.05,54,2,934,761
0.05,54,3,52,35
0.05,54,4,954,932
0.05,54,5,52,38
0.05,54,6,937,582
0.05,54,7,52,27
0.05,54,8,957,734
0.05,54,9,62,37
0.05,54,10,960,871
0.05,54,11,56,45
0.05,55,0,954,649
0.05,55,1,45,18
0.05,55,2,942,757
0.05,55,3,47,25
0.05,55,4,905,877
0.05,55,5,55,45
0.05,55,6,969,608
0.05,55,7,51,25
0.05,55,8,994,728
0.05,55,9,48,28
0.05,55,10,938,855
0.05,55,11,52,40
0.05,56,0,893,578
0.05,56,1,62,27
0.05,56,2,988,807
0.05,56,3,48,29
0.05,56,4,921,893
0.05,56,5,39,28
0.05,56,6,980,585
0.05,56,7,49,21
0.05,56,8,954,724
0.05,56,9,57,36
0.05,56,10,957,878
0.05,56,11,52,41
0.05,57,0,978,652
0.05,57,1,34,13
0.05,57,2,969,797
0.05,57,3,52,28
0.05,57,4,946,907
0.05,57,5,48,35
0.05,57,6,888,553
0.05,57,7,49,25
0.05,57,8,980,761
0.05,57,9,50,31
0.05,57,10,943,851
0.05,57,11,63,48
0.05,58,0,924,636
0.05,58,1,54,20
0.05,58,2,959,771
0.05,58,3,56,34
0.05,58,4,940,914
0.05,58,5,45,36
0.05,58,6,894,546
0.05,58,7,51,30
0.05,58,8,1007,777
0.05,58,9,44,27
0.05,58,10,972,887
0.05,58,11,54,43
0.05,59,0,949,615
0.05,59,1,49,16
0.05,59,2,956,795
0.05,59,3,39,26
0.05,59,4,907,880
0.05,59,5,53,34
0.05,59,6,946,561
0.05,59,7,60,26
0.05,59,8,980,739
0.05,59,9,55,44
0.05,59,10,953,871
0.05,59,11,53,40
0.05,60,0,975,623
0.05,60,1,40,17
0.05,60,2,961,769
0.05,60,3,60,40
0.05,60,4,953,929
0.05,60,5,52,41
0.05,60,6,937,583
0.05,60,7,43,16
0.05,60,8,963,713
0.05,60,9,50,32
0.05,60,10,924,859
0.05,60,11,42,29
0.05,61,0,935,631
0.05,61,1,50,18
0.05,61,2,929,770
0.05,61,3,51,28
0.05,61,4,917,890
0.05,61,5,51,33
0.05,61,6,982,602
0.05,61,7,44,23
0.05,61,8,969,732
0.05,61,9,50,31
0.05,61,10,967,889
0.05,61,11,55,47
0.05,62,0,956,627
0.05,62,1,57,21
0.05,62,2,949,767
0.05,62,3,33,15
0.05,62,4,947,916
0.05,62,5,52,37
0.05,62,6,938,573
0.05,62,7,38,24
0.05,62,8,970,745
0.05,62,9,49,31
0.05,62,10,964,870
0.05,62,11,47,33
0.05,63,0,937,637
0.05,63,1,49,19
0.05,63,2,958,807
0.05,63,3,56,33
0.05,63,4,927,900
0.05,63,5,43,29
0.05,63,6,952,572
0.05,63,7,55,28
0.05,63,8,990,747
0.05,63,9,57,37
0.05,63,10,928,853
0.05,63,11,48,38
0.05,64,0,1006,647
0.05,64,1,47,18
0.05,64,2,952,781
0.05,64,3,52,27
0.05,64,4,937,910
0.05,64,5,52,31
0.05,64,6,876,554
0.05,64,7,42,17
0.05,64,8,972,762
0.05,64,9,77,51
0.05,64,10,941,854
0.05,64,11,46,36
0.05,65,0,924,626
0.05,65,1,57,21
0.05,65,2,1008,813
0.05,65,3,55,25
0.05,65,4,949,926
0.05,65,5,56,39
0.05,65,6,985,567
0.05,65,7,47,19
0.05,65,8,929,727
0.05,65,9,45,29
0.05,65,10,908,827
0.05,65,11,37,31
0.05,66,0,919,603
0.05,66,1,48,23
0.05,66,2,940,757
0.05,66,3,59,43
0.05,66,4,928,895
0.05,66,5,52,32
0.05,66,6,964,577
0.05,66,7,41,21
0.05,66,8,959,729
0.05,66,9,46,34
0.05,66,10,991,909
0.05,66,11,53,42
0.05,67,0,976,666
0.05,67,1,43,17
0.05,67,2,969,781
0.05,67,3,53,34
0.05,67,4,896,871
0.05,67,5,55,41
0.05,67,6,957,604
0.05,67,7,52,24
0.05,67,8,981,750
0.05,67,9,49,26
0.05,67,10,923,833
0.05,67,11,46,39
0.05,68,0,940,609
0.05,68,1,62,23
0.05,68,2,929,762
0.05,68,3,49,32
0.05,68,4,925,896
0.05,68,5,64,46
0.05,68,6,983,589
0.05,68,7,53,28
0.05,68,8,947,725
0.05,68,9,54,34
0.05,68,10,938,855
0.05,68,11,56,46
0.05,69,0,966,641
0.05,69,1,37,16
0.05,69,2,940,759
0.05,69,3,45,29
0.05,69,4,916,889
0.05,69,5,62,49
0.05,69,6,912,548
0.05,69,7,56,31
0.05,69,8,957,737
0.05,69,9,42,30
0.05,69,10,999,909
0.05,69,11,68,55
0.05,70,0,938,643
0.05,70,1,48,17
0.05,70,2,968,807
0.05,70,3,57,39
0.05,70,4,929,902
0.05,70,5,54,39
0.05,70,6,953,607
0.05,70,7,55,25
0.05,70,8,946,732
0.05,70,9,50,33
0.05,70,10,962,883
0.05,70,11,40,35
0.05,71,0,940,629
0.05,71,1,54,23
0.05,71,2,981,787
0.05,71,3,47,25
0.05,71,4,932,903
0.05,71,5,50,31
0.05,71,6,984,581
0.05,71,7,54,33
0.05,71,8,943,726
0.05,71,9,48,28
0.05,71,10,905,824
0.05,71,11,62,49
0.05,72,0,951,643
0.05,72,1,54,18
0.05,72,2,988,823
0.05,72,3,46,21
0.05,72,4,909,887
0.05,72,5,66,46
0.05,72,6,971,605
0.05,72,7,57,27
0.05,72,8,912,681
0.05,72,9,57,39
0.05,72,10,933,850
0.05,72,11,56,44
0.05,73,0,972,636
0.05,73,1,45,18
0.05,73,2,962,783
0.05,73,3,37,17
0.05,73,4,946,913
0.05,73,5,50,29
0.05,73,6,917,570
0.05,73,7,60,32
0.05,73,8,999,741
0.05,73,9,51,34
0.05,73,10,915,829
0.05,73,11,46,31
0.05,74,0,966,619
0.05,74,1,41,18
0.05,74,2,934,743
0.05,74,3,59,29
0.05,74,4,912,883
0.05,74,5,50,33
0.05,74,6,962,585
0.05,74,7,55,24
0.05,74,8,971,748
0.05,74,9,47,32
0.05,74,10,960,875
0.05,74,11,43,33
0.05,75,0,958,634
0.05,75,1,61,22
0.05,75,2,962,795
0.05,75,3,50,26
0.05,75,4,936,907
0.05,75,5,59,50
0.05,75,6,936,560
0.05,75,7,38,18
0.05,75,8,947,708
0.05,75,9,58,41
0.05,75,10,941,856
0.05,75,11,54,41
0.05,76,0,963,678
0.05,76,1,48,17
0.05,76,2,937,779
0.05,76,3,52,30
0.05,76,4,961,918
0.05,76,5,54,40
0.05,76,6,968,607
0.05,76,7,47,21
0.05,76,8,919,707
0.05,76,9,57,40
0.05,76,10,954,873
0.05,76,11,40,29
0.05,77,0,924,633
0.05,77,1,52,17
0.05,77,2,957,771
0.05,77,3,59,35
0.05,77,4,937,916
0.05,77,5,57,48
0.05,77,6,945,577
0.05,77,7,39,17
0.05,77,8,1002,738
0.05,77,9,53,34
0.05,77,10,919,844
0.05,77,11,56,48
0.05,78,0,930,617
0.05,78,1,53,23
0.05,78,2,965,800
0.05,78,3,33,19
0.05,78,4,969,940
0.05,78,5,71,49
0.05,78,6,925,557
0.05,78,7,44,25
0.05,78,8,965,735
0.05,78,9,47,36
0.05,78,10,935,845
0.05,78,11,63,46
0.05,79,0,994,634
0.05,79,1,50,18
0.05,79,2,957,784
0.05,79,3,45,22
0.05,79,4,944,909
0.05,79,5,51,35
0.05,79,6,850,551
0.05,79,7,39,17
0.05,79,8,956,750
0.05,79,9,59,37
0.05,79,10,1007,904
0.05,79,11,48,29
0.05,80,0,899,598
0.05,80,1,45,19
0.05,80,2,994,832
0.05,80,3,56,35
0.05,80,4,955,918
0.05,80,5,45,36
0.05,80,6,960,596
0.05,80,7,49,22
0.05,80,8,964,745
0.05,80,9,48,27
0.05,80,10,939,876
0.05,80,11,46,36
0.05,81,0,973,669
0.05,81,1,62,32
0.05,81,2,949,799
0.05,81,3,40,29
0.05,81,4,963,927
0.05,81,5,61,47
0.05,81,6,913,569
0.05,81,7,50,30
0.05,81,8,915,692
0.05,81,9,41,28
0.05,81,10,977,890
0.05,81,11,56,48
0.05,82,0,910,616
0.05,82,1,50,22
0.05,82,2,957,783
0.05,82,3,44,23
0.05,82,4,973,944
0.05,82,5,47,38
0.05,82,6,921,560
0.05,82,7,52,22
0.05,82,8,955,716
0.05,82,9,54,35
0.05,82,10,991,906
0.05,82,11,46,35
0.05,83,0,973,635
0.05,83,1,55,24
0.05,83,2,971,811
0.05,83,3,52,36
0.05,83,4,944,924
0.05,83,5,52,37
0.05,83,6,951,585
0.05,83,7,56,31
0.05,83,8,950,750
0.05,83,9,48,29
0.05,83,10,901,831
0.05,83,11,47,39
0.05,84,0,925,588
0.05,84,1,48,25
0.05,84,2,950,785
0.05,84,3,57,30
0.05,84,4,940,912
0.05,84,5,52,40
0.05,84,6,945,581
0.05,84,7,56,29
0.05,84,8,921,733
0.05,84,9,53,33
0.05,84,10,995,895
0.05,84,11,58,45
0.05,85,0,926,606
0.05,85,1,41,21
0.05,85,2,936,755
0.05,85,3,49,26
0.05,85,4,943,906
0.05,85,5,41,31
0.05,85,6,897,536
0.05,85,7,59,27
0.05,85,8,1004,757
0.05,85,9,60,38
0.05,85,10,989,907
0.05,85,11,55,46
0.05,86,0,990,662
0.05,86,1,50,21
0.05,86,2,954,803
0.05,86,3,50,36
0.05,86,4,944,919
0.05,86,5,62,46
0.05,86,6,949,546
0.05,86,7,44,21
0.05,86,8,944,719
0.05,86,9,44,28
0.05,86,10,915,831
0.05,86,11,54,37
0.05,87,0,950,648
0.05,87,1,49,25
0.05,87,2,973,819
0.05,87,3,55,35
0.05,87,4,988,958
0.05,87,5,48,39
0.05,87,6,957,591
0.05,87,7,45,21
0.05,87,8,913,677
0.05,87,9,53,27
0.05,87,10,919,845
0.05,87,11,50,37
0.05,88,0,926,628
0.05,88,1,52,21
0.05,88,2,950,795
0.05,88,3,54,32
0.05,88,4,945,922
0.05,88,5,34,25
0.05,88,6,938,584
0.05,88,7,41,17
0.05,88,8,950,744
0.05,88,9,59,37
0.05,88,10,1003,920
0.05,88,11,48,36
0.05,89,0,952,635
0.05,89,1,55,17
0.05,89,2,939,758
0.05,89,3,55,34
0.05,89,4,934,911
0.05,89,5,70,45
0.05,89,6,908,541
0.05,89,7,53,30
0.05,89,8,971,735
0.05,89,9,51,28
0.05,89,10,969,869
0.05,89,11,43,35
0.05,90,0,940,634
0.05,90,1,44,25
0.05,90,2,1001,783
0.05,90,3,59,33
0.05,90,4,903,877
0.05,90,5,53,44
0.05,90,6,949,564
0.05,90,7,71,37
0.05,90,8,943,732
