mu,seed,cell_id,n,k
0.2,96,9,211,133
0.2,96,10,788,715
0.2,96,11,170,130
0.2,97,0,827,569
0.2,97,1,194,89
0.2,97,2,770,614
0.2,97,3,200,114
0.2,97,4,792,757
0.2,97,5,196,144
0.2,97,6,762,461
0.2,97,7,198,90
0.2,97,8,848,639
0.2,97,9,191,118
0.2,97,10,815,730
0.2,97,11,207,156
0.2,98,0,790,541
0.2,98,1,194,80
0.2,98,2,820,683
0.2,98,3,201,107
0.2,98,4,809,793
0.2,98,5,199,138
0.2,98,6,779,496
0.2,98,7,211,101
0.2,98,8,804,614
0.2,98,9,190,127
0.2,98,10,787,715
0.2,98,11,216,174
0.2,99,0,808,541
0.2,99,1,195,88
0.2,99,2,814,661
0.2,99,3,197,115
0.2,99,4,799,774
0.2,99,5,164,120
0.2,99,6,808,502
0.2,99,7,203,83
0.2,99,8,846,652
0.2,99,9,188,111
0.2,99,10,787,716
0.2,99,11,191,155
0.2,100,0,819,526
0.2,100,1,229,96
0.2,100,2,832,700
0.2,100,3,231,139
0.2,100,4,793,769
0.2,100,5,204,154
0.2,100,6,746,455
0.2,100,7,203,107
0.2,100,8,789,592
0.2,100,9,179,118
0.2,100,10,768,704
0.2,100,11,207,166
0.2,101,0,853,599
0.2,101,1,185,92
0.2,101,2,812,669
0.2,101,3,234,121
0.2,101,4,771,750
0.2,101,5,214,166
0.2,101,6,808,489
0.2,101,7,200,94
0.2,101,8,794,598
0.2,101,9,198,127
0.2,101,10,749,681
0.2,101,11,182,137
0.2,102,0,781,515
0.2,102,1,209,90
0.2,102,2,827,650
0.2,102,3,220,130
0.2,102,4,782,754
0.2,102,5,172,122
0.2,102,6,842,508
0.2,102,7,202,102
0.2,102,8,820,622
0.2,102,9,212,134
0.2,102,10,745,678
0.2,102,11,188,149
0.2,103,0,811,534
0.2,103,1,184,79
0.2,103,2,812,662
0.2,103,3,194,113
0.2,103,4,828,802
0.2,103,5,199,140
0.2,103,6,775,471
0.2,103,7,209,106
0.2,103,8,808,631
0.2,103,9,169,107
0.2,103,10,802,736
0.2,103,11,209,162
0.2,104,0,809,535
0.2,104,1,195,86
0.2,104,2,803,659
0.2,104,3,188,113
0.2,104,4,792,769
0.2,104,5,208,148
0.2,104,6,787,468
0.2,104,7,217,102
0.2,104,8,841,609
0.2,104,9,222,149
0.2,104,10,755,680
0.2,104,11,183,143
0.2,105,0,795,525
0.2,105,1,191,83
0.2,105,2,821,676
0.2,105,3,219,127
0.2,105,4,824,803
0.2,105,5,200,146
0.2,105,6,787,489
0.2,105,7,196,102
0.2,105,8,793,609
0.2,105,9,199,120
0.2,105,10,786,733
0.2,105,11,189,152
0.2,106,0,784,522
0.2,106,1,242,117
0.2,106,2,810,672
0.2,106,3,210,121
0.2,106,4,833,795
0.2,106,5,235,184
0.2,106,6,786,495
0.2,106,7,181,89
0.2,106,8,768,598
0.2,106,9,187,126
0.2,106,10,757,680
0.2,106,11,207,160
0.2,107,0,823,535
0.2,107,1,201,86
0.2,107,2,828,684
0.2,107,3,189,107
0.2,107,4,762,741
0.2,107,5,203,140
0.2,107,6,796,499
0.2,107,7,202,100
0.2,107,8,763,573
0.2,107,9,194,119
0.2,107,10,817,744
0.2,107,11,222,170
0.2,108,0,812,549
0.2,108,1,195,72
0.2,108,2,813,659
0.2,108,3,196,107
0.2,108,4,797,777
0.2,108,5,206,153
0.2,108,6,817,533
0.2,108,7,204,99
0.2,108,8,790,580
0.2,108,9,183,123
0.2,108,10,807,721
0.2,108,11,180,147
0.2,109,0,796,546
0.2,109,1,195,89
0.2,109,2,835,676
0.2,109,3,191,111
0.2,109,4,784,767
0.2,109,5,230,177
0.2,109,6,827,502
0.2,109,7,235,103
0.2,109,8,762,583
0.2,109,9,208,137
0.2,109,10,732,667
0.2,109,11,205,157
0.2,110,0,826,552
0.2,110,1,186,85
0.2,110,2,766,642
0.2,110,3,194,110
0.2,110,4,829,806
0.2,110,5,185,136
0.2,110,6,805,519
0.2,110,7,200,98
0.2,110,8,830,637
0.2,110,9,194,111
0.2,110,10,788,717
0.2,110,11,197,161
0.2,111,0,802,531
0.2,111,1,203,87
0.2,111,2,769,614
0.2,111,3,206,116
0.2,111,4,791,774
0.2,111,5,194,139
0.2,111,6,790,480
0.2,111,7,201,103
0.2,111,8,780,590
0.2,111,9,224,133
0.2,111,10,817,741
0.2,111,11,223,175
0.2,112,0,764,505
0.2,112,1,205,93
0.2,112,2,784,638
0.2,112,3,211,125
0.2,112,4,792,770
0.2,112,5,183,140
0.2,112,6,875,526
0.2,112,7,185,96
0.2,112,8,848,629
0.2,112,9,189,109
0.2,112,10,780,713
0.2,112,11,184,143
0.2,113,0,797,528
0.2,113,1,190,86
0.2,113,2,783,645
0.2,113,3,217,130
0.2,113,4,769,742
0.2,113,5,206,145
0.2,113,6,823,493
0.2,113,7,194,94
0.2,113,8,780,586
0.2,113,9,220,140
0.2,113,10,791,708
0.2,113,11,230,179
0.2,114,0,752,502
0.2,114,1,201,98
0.2,114,2,818,684
0.2,114,3,206,124
0.2,114,4,832,816
0.2,114,5,205,150
0.2,114,6,826,501
0.2,114,7,183,85
0.2,114,8,789,607
0.2,114,9,197,121
0.2,114,10,780,705
0.2,114,11,211,163
0.2,115,0,820,534
0.2,115,1,200,79
0.2,115,2,790,665
0.2,115,3,214,125
0.2,115,4,788,769
0.2,115,5,200,148
0.2,115,6,822,498
0.2,115,7,196,93
0.2,115,8,789,583
0.2,115,9,195,126
0.2,115,10,769,693
0.2,115,11,217,182
0.2,116,0,766,503
0.2,116,1,206,75
0.2,116,2,797,662
0.2,116,3,201,114
0.2,116,4,820,794
0.2,116,5,194,150
0.2,116,6,749,440
0.2,116,7,227,93
0.2,116,8,791,609
0.2,116,9,212,144
0.2,116,10,838,750
0.2,116,11,199,153
0.2,117,0,821,567
0.2,117,1,214,83
0.2,117,2,816,656
0.2,117,3,184,104
0.2,117,4,777,758
0.2,117,5,215,146
0.2,117,6,750,469
0.2,117,7,183,88
0.2,117,8,842,643
0.2,117,9,222,141
0.2,117,10,788,717
0.2,117,11,188,156
0.2,118,0,809,538
0.2,118,1,220,90
0.2,118,2,796,657
0.2,118,3,193,113
0.2,118,4,760,732
0.2,118,5,184,138
0.2,118,6,813,484
0.2,118,7,207,91
0.2,118,8,854,637
0.2,118,9,212,139
0.2,118,10,745,672
0.2,118,11,207,172
0.2,119,0,743,523
0.2,119,1,210,104
0.2,119,2,772,633
0.2,119,3,226,142
0.2,119,4,800,768
0.2,119,5,186,138
0.2,119,6,797,467
0.2,119,7,221,109
0.2,119,8,818,635
0.2,119,9,190,126
0.2,119,10,812,742
0.2,119,11,225,183
0.2,120,0,811,533
0.2,120,1,193,69
0.2,120,2,812,683
0.2,120,3,212,119
0.2,120,4,851,831
0.2,120,5,184,124
0.2,120,6,797,474
0.2,120,7,208,100
0.2,120,8,801,606
0.2,120,9,172,106
0.2,120,10,766,701
0.2,120,11,193,155
0.2,121,0,831,548
0.2,121,1,207,87
0.2,121,2,796,669
0.2,121,3,206,109
0.2,121,4,806,778
0.2,121,5,206,156
0.2,121,6,737,444
0.2,121,7,225,112
0.2,121,8,823,627
0.2,121,9,200,133
0.2,121,10,768,710
0.2,121,11,195,158
0.2,122,0,798,546
0.2,122,1,210,80
0.2,122,2,771,620
0.2,122,3,186,104
0.2,122,4,846,822
0.2,122,5,212,151
0.2,122,6,783,463
0.2,122,7,201,88
0.2,122,8,810,585
0.2,122,9,188,120
0.2,122,10,805,740
0.2,122,11,190,155
0.2,123,0,848,568
0.2,123,1,202,73
0.2,123,2,762,645
0.2,123,3,164,100
0.2,123,4,830,802
0.2,123,5,208,154
0.2,123,6,838,498
0.2,123,7,199,110
0.2,123,8,786,582
0.2,123,9,198,122
0.2,123,10,765,689
0.2,123,11,200,162
0.2,124,0,779,525
0.2,124,1,229,89
0.2,124,2,797,650
0.2,124,3,191,106
0.2,124,4,815,789
0.2,124,5,208,149
0.2,124,6,819,490
0.2,124,7,197,91
0.2,124,8,830,617
0.2,124,9,198,118
0.2,124,10,747,660
0.2,124,11,190,147
0.2,125,0,810,527
0.2,125,1,210,95
0.2,125,2,762,619
0.2,125,3,210,127
0.2,125,4,807,787
0.2,125,5,189,131
0.2,125,6,820,515
0.2,125,7,210,94
0.2,125,8,800,600
0.2,125,9,205,143
0.2,125,10,792,704
0.2,125,11,185,151
0.2,126,0,750,509
0.2,126,1,178,82
0.2,126,2,815,664
0.2,126,3,221,137
0.2,126,4,783,747
0.2,126,5,195,143
0.2,126,6,813,510
0.2,126,7,190,99
0.2,126,8,820,609
0.2,126,9,194,130
0.2,126,10,834,764
0.2,126,11,207,159
0.2,127,0,793,527
0.2,127,1,188,95
0.2,127,2,795,645
0.2,127,3,228,126
0.2,127,4,816,794
0.2,127,5,161,120
0.2,127,6,746,464
0.2,127,7,211,101
0.2,127,8,843,645
0.2,127,9,196,131
0.2,127,10,830,754
0.2,127,11,193,154
0.2,128,0,824,547
0.2,128,1,206,78
0.2,128,2,770,614
0.2,128,3,173,97
0.2,128,4,821,801
0.2,128,5,217,163
0.2,128,6,792,504
0.2,128,7,211,94
0.2,128,8,783,617
0.2,128,9,210,130
0.2,128,10,779,710
0.2,128,11,214,164
0.2,129,0,816,532
0.2,129,1,224,101
0.2,129,2,833,676
0.2,129,3,179,103
0.2,129,4,760,733
0.2,129,5,171,124
0.2,129,6,785,456
0.2,129,7,192,93
0.2,129,8,813,630
0.2,129,9,228,146
0.2,129,10,821,754
0.2,129,11,178,140
0.2,130,0,830,552
0.2,130,1,200,78
0.2,130,2,760,636
0.2,130,3,187,106
0.2,130,4,856,831
0.2,130,5,195,150
0.2,130,6,832,517
0.2,130,7,205,96
0.2,130,8,757,576
0.2,130,9,199,133
0.2,130,10,773,705
0.2,130,11,206,159
0.2,131,0,816,539
0.2,131,1,217,81
0.2,131,2,748,622
0.2,131,3,222,123
0.2,131,4,799,772
0.2,131,5,190,152
0.2,131,6,841,498
0.2,131,7,206,104
0.2,131,8,799,587
0.2,131,9,203,139
0.2,131,10,778,704
0.2,131,11,181,148
0.2,132,0,768,508
0.2,132,1,212,102
0.2,132,2,793,645
0.2,132,3,237,132
0.2,132,4,850,822
0.2,132,5,179,131
0.2,132,6,820,529
0.2,132,7,191,88
0.2,132,8,758,564
0.2,132,9,211,146
0.2,132,10,781,714
0.2,132,11,200,158
0.2,133,0,862,597
0.2,133,1,197,82
0.2,133,2,821,680
0.2,133,3,204,116
0.2,133,4,766,747
0.2,133,5,192,135
0.2,133,6,768,453
0.2,133,7,187,92
0.2,133,8,802,601
0.2,133,9,205,137
0.2,133,10,813,736
0.2,133,11,183,138
0.2,134,0,799,566
0.2,134,1,192,90
0.2,134,2,798,659
0.2,134,3,215,120
0.2,134,4,785,762
0.2,134,5,198,150
0.2,134,6,801,482
0.2,134,7,187,91
0.2,134,8,823,637
0.2,134,9,214,131
0.2,134,10,788,718
0.2,134,11,200,162
0.2,135,0,826,548
0.2,135,1,203,96
0.2,135,2,813,649
0.2,135,3,216,116
0.2,135,4,750,726
0.2,135,5,199,149
0.2,135,6,853,520
0.2,135,7,186,92
0.2,135,8,797,622
0.2,135,9,186,121
0.2,135,10,775,713
0.2,135,11,196,164
0.2,136,0,806,523
0.2,136,1,194,87
0.2,136,2,853,698
0.2,136,3,183,114
0.2,136,4,823,798
0.2,136,5,189,136
0.2,136,6,797,504
0.2,136,7,185,93
0.2,136,8,821,658
0.2,136,9,215,139
0.2,136,10,760,691
0.2,136,11,174,136
0.2,137,0,813,544
0.2,137,1,200,83
0.2,137,2,807,668
0.2,137,3,213,122
0.2,137,4,773,763
0.2,137,5,209,149
0.2,137,6,777,476
0.2,137,7,195,92
0.2,137,8,835,623
0.2,137,9,199,129
0.2,137,10,793,720
0.2,137,11,186,151
0.2,138,0,801,561
0.2,138,1,198,72
0.2,138,2,815,664
0.2,138,3,177,98
0.2,138,4,774,751
0.2,138,5,210,170
0.2,138,6,803,490
0.2,138,7,219,109
0.2,138,8,783,588
0.2,138,9,195,138
0.2,138,10,831,764
0.2,138,11,194,151
0.2,139,0,800,541
0.2,139,1,204,110
0.2,139,2,716,593
0.2,139,3,203,120
0.2,139,4,773,744
0.2,139,5,206,160
0.2,139,6,822,503
0.2,139,7,198,99
0.2,139,8,796,611
0.2,139,9,200,114
0.2,139,10,868,803
0.2,139,11,214,176
0.2,140,0,817,554
0.2,140,1,188,79
0.2,140,2,814,679
0.2,140,3,212,136
0.2,140,4,756,734
0.2,140,5,186,123
0.2,140,6,788,488
0.2,140,7,223,104
0.2,140,8,805,605
0.2,140,9,207,132
0.2,140,10,789,714
0.2,140,11,215,171
0.2,141,0,790,548
0.2,141,1,207,89
0.2,141,2,813,681
0.2,141,3,201,111
0.2,141,4,755,737
0.2,141,5,185,136
0.2,141,6,845,520
0.2,141,7,206,102
0.2,141,8,858,654
0.2,141,9,183,122
0.2,141,10,762,693
0.2,141,11,195,162
0.2,142,0,796,543
0.2,142,1,203,96
0.2,142,2,802,650
0.2,142,3,201,113
0.2,142,4,783,756
0.2,142,5,195,142
0.2,142,6,807,506
0.2,142,7,193,93
0.2,142,8,773,599
0.2,142,9,180,114
0.2,142,10,840,763
0.2,142,11,227,168
0.2,143,0,779,534
0.2,143,1,204,87
0.2,143,2,808,660
0.2,143,3,213,116
0.2,143,4,825,799
0.2,143,5,192,140
0.2,143,6,779,459
0.2,143,7,178,79
0.2,143,8,822,632
0.2,143,9,211,138
0.2,143,10,796,727
0.2,143,11,193,151
0.2,144,0,782,516
0.2,144,1,210,92
0.2,144,2,819,662
0.2,144,3,172,105
0.2,144,4,831,798
0.2,144,5,193,145
0.2,144,6,806,471
0.2,144,7,203,101
0.2,144,8,796,609
0.2,144,9,190,124
0.2,144,10,802,723
0.2,144,11,196,150
0.2,145,0,830,564
0.2,145,1,216,87
0.2,145,2,815,669
0.2,145,3,188,110
0.2,145,4,762,745
0.2,145,5,200,137
0.2,145,6,785,460
0.2,145,7,187,96
0.2,145,8,838,638
0.2,145,9,179,121
0.2,145,10,816,740
0.2,145,11,184,144
0.2,146,0,786,548
0.2,146,1,209,85
0.2,146,2,834,689
0.2,146,3,184,111
0.2,146,4,799,771
0.2,146,5,166,116
0.2,146,6,790,493
0.2,146,7,211,103
0.2,146,8,820,599
0.2,146,9,194,128
0.2,146,10,800,723
0.2,146,11,207,161
0.2,147,0,857,594
0.2,147,1,173,74
0.2,147,2,770,633
0.2,147,3,186,102
0.2,147,4,828,806
0.2,147,5,219,159
0.2,147,6,791,505
0.2,147,7,175,91
0.2,147,8,762,595
0.2,147,9,185,125
0.2,147,10,859,782
0.2,147,11,195,154
0.2,148,0,818,528
0.2,148,1,191,77
0.2,148,2,812,649
0.2,148,3,207,126
0.2,148,4,786,756
0.2,148,5,193,149
0.2,148,6,861,525
0.2,148,7,204,99
0.2,148,8,767,592
0.2,148,9,198,120
0.2,148,10,775,717
0.2,148,11,188,143
0.2,149,0,792,548
0.2,149,1,190,70
0.2,149,2,826,678
0.2,149,3,194,117
0.2,149,4,825,804
0.2,149,5,212,149
0.2,149,6,736,454
0.2,149,7,201,99
0.2,149,8,847,642
0.2,149,9,188,112
0.2,149,10,789,707
0.2,149,11,200,156
0.2,150,0,751,504
0.2,150,1,210,79
0.2,150,2,812,692
0.2,150,3,210,127
0.2,150,4,789,767
0.2,150,5,206,155
0.2,150,6,860,538
0.2,150,7,213,102
0.2,150,8,782,589
0.2,150,9,181,107
0.2,150,10,786,717
0.2,150,11,200,156
0.2,151,0,817,525
0.2,151,1,206,81
0.2,151,2,749,598
0.2,151,3,207,125
0.2,151,4,758,735
0.2,151,5,217,162
0.2,151,6,775,443
0.2,151,7,181,89
0.2,151,8,847,656
0.2,151,9,203,136
0.2,151,10,827,755
0.2,151,11,213,160
0.2,152,0,802,551
0.2,152,1,187,88
0.2,152,2,799,646
0.2,152,3,225,123
0.2,152,4,787,765
0.2,152,5,192,144
0.2,152,6,750,443
0.2,152,7,200,108
0.2,152,8,821,629
0.2,152,9,208,133
0.2,152,10,813,740
0.2,152,11,216,174
0.2,153,0,849,569
0.2,153,1,181,71
0.2,153,2,773,625
0.2,153,3,200,106
0.2,153,4,839,821
0.2,153,5,234,169
0.2,153,6,743,441
0.2,153,7,192,96
0.2,153,8,815,612
0.2,153,9,215,119
0.2,153,10,754,689
0.2,153,11,205,161
0.2,154,0,808,580
0.2,154,1,202,80
0.2,154,2,833,681
0.2,154,3,196,121
0.2,154,4,822,799
0.2,154,5,187,140
0.2,154,6,797,479
0.2,154,7,173,91
0.2,154,8,758,589
0.2,154,9,228,140
0.2,154,10,792,726
0.2,154,11,204,157
0.2,155,0,779,514
0.2,155,1,198,83
0.2,155,2,783,636
0.2,155,3,187,103
0.2,155,4,819,788
0.2,155,5,199,140
0.2,155,6,806,481
0.2,155,7,213,102
0.2,155,8,785,601
0.2,155,9,188,132
0.2,155,10,827,742
0.2,155,11,216,185
0.2,156,0,810,534
0.2,156,1,201,81
0.2,156,2,777,640
0.2,156,3,172,103
0.2,156,4,819,795
0.2,156,5,184,142
0.2,156,6,789,472
0.2,156,7,209,112
0.2,156,8,789,601
0.2,156,9,200,120
0.2,156,10,849,781
0.2,156,11,201,159
0.2,157,0,774,513
0.2,157,1,212,107
0.2,157,2,778,655
0.2,157,3,183,109
0.2,157,4,823,799
0.2,157,5,208,156
0.2,157,6,791,507
0.2,157,7,179,97
0.2,157,8,804,619
0.2,157,9,219,147
0.2,157,10,830,765
0.2,157,11,199,159
0.2,158,0,813,534
0.2,158,1,188,81
0.2,158,2,765,621
0.2,158,3,220,132
0.2,158,4,836,816
0.2,158,5,195,145
0.2,158,6,773,480
0.2,158,7,201,113
0.2,158,8,788,597
0.2,158,9,217,133
0.2,158,10,796,712
0.2,158,11,208,160
0.2,159,0,790,529
0.2,159,1,207,86
0.2,159,2,866,706
0.2,159,3,195,118
0.2,159,4,791,774
0.2,159,5,191,141
0.2,159,6,793,486
0.2,159,7,186,89
0.2,159,8,796,598
0.2,159,9,207,127
0.2,159,10,796,735
0.2,159,11,182,142
0.2,160,0,810,562
0.2,160,1,197,83
0.2,160,2,826,667
0.2,160,3,212,126
0.2,160,4,801,775
0.2,160,5,210,165
0.2,160,6,778,452
0.2,160,7,207,113
0.2,160,8,850,655
0.2,160,9,195,124
0.2,160,10,730,658
0.2,160,11,184,151
0.2,161,0,796,533
0.2,161,1,203,88
0.2,161,2,835,693
0.2,161,3,202,123
0.2,161,4,798,774
0.2,161,5,168,126
0.2,161,6,794,476
0.2,161,7,194,99
0.2,161,8,813,630
0.2,161,9,201,115
0.2,161,10,797,722
0.2,161,11,199,155
0.2,162,0,793,522
0.2,162,1,184,82
0.2,162,2,810,672
0.2,162,3,210,126
0.2,162,4,774,749
0.2,162,5,183,126
0.2,162,6,795,472
0.2,162,7,214,113
0.2,162,8,826,608
0.2,162,9,201,133
0.2,162,10,815,736
0.2,162,11,195,144
0.2,163,0,789,515
0.2,163,1,203,73
0.2,163,2,793,638
0.2,163,3,213,122
0.2,163,4,791,770
0.2,163,5,209,154
0.2,163,6,803,488
0.2,163,7,185,86
0.2,163,8,815,621
0.2,163,9,185,123
0.2,163,10,775,709
0.2,163,11,239,201
0.2,164,0,786,536
0.2,164,1,211,97
0.2,164,2,761,619
0.2,164,3,224,132
0.2,164,4,807,786
0.2,164,5,184,138
0.2,164,6,764,455
0.2,164,7,199,91
0.2,164,8,825,639
0.2,164,9,212,120
0.2,164,10,830,755
0.2,164,11,197,158
0.2,165,0,804,528
0.2,165,1,214,82
0.2,165,2,754,621
0.2,165,3,218,124
0.2,165,4,801,782
0.2,165,5,190,142
0.2,165,6,842,519
0.2,165,7,179,77
0.2,165,8,809,619
0.2,165,9,215,137
0.2,165,10,787,705
0.2,165,11,187,137
0.2,166,0,844,557
0.2,166,1,186,88
0.2,166,2,846,696
0.2,166,3,210,121
0.2,166,4,759,736
0.2,166,5,186,130
0.2,166,6,789,487
0.2,166,7,186,93
0.2,166,8,814,622
0.2,166,9,190,123
0.2,166,10,799,723
0.2,166,11,191,147
0.2,167,0,774,535
0.2,167,1,221,88
0.2,167,2,783,647
0.2,167,3,196,110
0.2,167,4,845,816
0.2,167,5,187,131
0.2,167,6,830,510
0.2,167,7,211,102
0.2,167,8,799,605
0.2,167,9,195,137
0.2,167,10,752,673
0.2,167,11,207,162
0.2,168,0,818,529
0.2,168,1,215,91
0.2,168,2,775,621
0.2,168,3,192,112
0.2,168,4,796,775
0.2,168,5,207,166
0.2,168,6,754,460
0.2,168,7,184,85
0.2,168,8,805,612
0.2,168,9,210,129
0.2,168,10,847,761
0.2,168,11,197,167
0.2,169,0,795,540
0.2,169,1,201,81
0.2,169,2,804,649
0.2,169,3,186,104
0.2,169,4,839,809
0.2,169,5,209,156
0.2,169,6,774,468
0.2,169,7,194,99
0.2,169,8,822,636
0.2,169,9,188,133
0.2,169,10,793,712
0.2,169,11,195,156
0.2,170,0,762,522
0.2,170,1,201,93
0.2,170,2,819,651
0.2,170,3,194,113
0.2,170,4,836,816
0.2,170,5,213,161
0.2,170,6,762,469
0.2,170,7,190,93
0.2,170,8,802,605
0.2,170,9,221,143
0.2,170,10,795,727
0.2,170,11,205,161
0.2,171,0,767,526
0.2,171,1,217,93
0.2,171,2,808,670
0.2,171,3,222,123
0.2,171,4,772,750
0.2,171,5,214,163
0.2,171,6,770,447
0.2,171,7,228,116
0.2,171,8,795,598
0.2,171,9,220,141
0.2,171,10,786,737
0.2,171,11,201,156
0.2,172,0,763,497
0.2,172,1,218,101
0.2,172,2,819,675
0.2,172,3,203,116
0.2,172,4,767,740
0.2,172,5,192,144
0.2,172,6,760,453
0.2,172,7,205,99
0.2,172,8,800,630
0.2,172,9,215,138
0.2,172,10,863,790
0.2,172,11,195,152
0.2,173,0,778,549
0.2,173,1,199,87
0.2,173,2,794,654
0.2,173,3,204,115
0.2,173,4,830,807
0.2,173,5,200,152
0.2,173,6,836,521
0.2,173,7,198,101
0.2,173,8,777,584
0.2,173,9,202,137
0.2,173,10,800,747
0.2,173,11,182,136
0.2,174,0,843,559
0.2,174,1,189,80
0.2,174,2,748,608
0.2,174,3,189,109
0.2,174,4,794,777
0.2,174,5,207,147
0.2,174,6,780,504
0.2,174,7,184,93
0.2,174,8,811,614
0.2,174,9,186,117
0.2,174,10,822,737
0.2,174,11,247,182
0.2,175,0,814,543
0.2,175,1,201,88
0.2,175,2,789,633
0.2,175,3,205,125
0.2,175,4,799,776
0.2,175,5,173,129
0.2,175,6,851,526
0.2,175,7,184,92
0.2,175,8,768,559
0.2,175,9,208,124
0.2,175,10,805,722
0.2,175,11,203,160
0.2,176,0,837,556
0.2,176,1,172,78
0.2,176,2,794,655
0.2,176,3,208,125
0.2,176,4,777,757
0.2,176,5,198,146
0.2,176,6,810,486
0.2,176,7,226,117
0.2,176,8,820,630
0.2,176,9,212,124
0.2,176,10,734,659
0.2,176,11,212,171
0.2,177,0,820,549
0.2,177,1,209,100
0.2,177,2,791,652
0.2,177,3,189,117
0.2,177,4,777,759
0.2,177,5,196,146
0.2,177,6,864,546
0.2,177,7,193,99
0.2,177,8,823,644
0.2,177,9,185,114
0.2,177,10,758,701
0.2,177,11,195,151
0.2,178,0,767,511
0.2,178,1,181,78
0.2,178,2,797,653
0.2,178,3,201,110
0.2,178,4,779,758
0.2,178,5,209,148
0.2,178,6,795,494
0.2,178,7,202,103
0.2,178,8,849,648
0.2,178,9,208,129
0.2,178,10,807,736
0.2,178,11,205,158
0.2,179,0,755,492
0.2,179,1,191,86
0.2,179,2,786,678
0.2,179,3,221,138
0.2,179,4,836,816
0.2,179,5,171,127
0.2,179,6,770,464
0.2,179,7,220,116
0.2,179,8,780,582
0.2,179,9,196,129
0.2,179,10,872,803
0.2,179,11,202,157
0.2,180,0,807,542
0.2,180,1,216,94
0.2,180,2,781,647
0.2,180,3,187,102
0.2,180,4,815,796
0.2,180,5,215,157
0.2,180,6,782,469
0.2,180,7,210,104
0.2,180,8,785,583
0.2,180,9,205,119
0.2,180,10,796,727
0.2,180,11,201,166
0.2,181,0,779,498
0.2,181,1,203,90
0.2,181,2,828,664
0.2,181,3,205,124
0.2,181,4,790,761
0.2,181,5,194,136
0.2,181,6,777,481
0.2,181,7,203,112
0.2,181,8,817,634
0.2,181,9,209,137
0.2,181,10,799,721
0.2,181,11,196,169
0.2,182,0,795,516
0.2,182,1,212,106
0.2,182,2,780,642
0.2,182,3,217,128
0.2,182,4,797,760
0.2,182,5,196,152
0.2,182,6,859,533
0.2,182,7,204,103
0.2,182,8,780,593
0.2,182,9,210,126
0.2,182,10,769,703
0.2,182,11,181,139
0.2,183,0,745,504
0.2,183,1,186,87
0.2,183,2,824,665
0.2,183,3,202,127
0.2,183,4,849,815
0.2,183,5,173,127
0.2,183,6,831,492
0.2,183,7,200,90
0.2,183,8,813,619
0.2,183,9,168,107
0.2,183,10,794,727
0.2,183,11,215,164
0.2,184,0,770,558
0.2,184,1,206,85
0.2,184,2,812,658
0.2,184,3,191,103
0.2,184,4,819,792
0.2,184,5,195,139
0.2,184,6,794,500
0.2,184,7,191,102
0.2,184,8,791,616
0.2,184,9,208,132
0.2,184,10,824,761
0.2,184,11,199,156
0.2,185,0,788,536
0.2,185,1,205,84
0.2,185,2,815,674
0.2,185,3,192,129
0.2,185,4,839,817
0.2,185,5,203,156
0.2,185,6,818,515
0.2,185,7,218,93
0.2,185,8,788,604
0.2,185,9,169,96
0.2,185,10,783,715
0.2,185,11,182,139
0.2,186,0,807,523
0.2,186,1,199,68
0.2,186,2,791,651
0.2,186,3,197,107
0.2,186,4,795,761
0.2,186,5,181,135
0.2,186,6,789,476
0.2,186,7,193,91
0.2,186,8,827,624
0.2,186,9,198,128
0.2,186,10,822,756
0.2,186,11,201,161
0.2,187,0,800,551
0.2,187,1,213,93
0.2,187,2,808,675
0.2,187,3,183,100
0.2,187,4,832,807
0.2,187,5,171,127
0.2,187,6,775,458
0.2,187,7,205,98
0.2,187,8,815,633
0.2,187,9,210,142
0.2,187,10,794,713
0.2,187,11,194,151
0.2,188,0,769,509
0.2,188,1,212,90
0.2,188,2,752,610
0.2,188,3,186,99
0.2,188,4,832,810
0.2,188,5,213,158
0.2,188,6,803,473
0.2,188,7,181,84
0.2,188,8,836,642
0.2,188,9,195,109
0.2,188,10,814,735
0.2,188,11,207,164
0.2,189,0,829,557
0.2,189,1,196,78
0.2,189,2,805,659
0.2,189,3,204,109
0.2,189,4,790,772
0.2,189,5,223,159
0.2,189,6,819,508
0.2,189,7,195,109
0.2,189,8,769,617
0.2,189,9,217,142
0.2,189,10,782,724
0.2,189,11,171,130
0.2,190,0,835,554
0.2,190,1,227,98
0.2,190,2,786,664
0.2,190,3,219,126
0.2,190,4,755,729
0.2,190,5,199,141
0.2,190,6,824,484
0.2,190,7,187,100
0.2,190,8,815,616
0.2,190,9,186,122
0.2,190,10,788,725
0.2,190,11,179,144
0.2,191,0,857,557
0.2,191,1,191,83
0.2,191,2,799,660
0.2,191,3,189,99
0.2,191,4,773,751
0.2,191,5,202,144
0.2,191,6,790,478
0.2,191,7,207,95
0.2,191,8,836,629
0.2,191,9,194,120
0.2,191,10,780,710
0.2,191,11,182,144
0.2,192,0,817,559
0.2,192,1,197,89
0.2,192,2,739,607
0.2,192,3,196,114
0.2,192,4,805,777
0.2,192,5,222,160
0.2,192,6,827,504
0.2,192,7,178,89
0.2,192,8,809,603
0.2,192,9,210,128
0.2,192,10,783,706
0.2,192,11,217,175
0.2,193,0,824,551
0.2,193,1,187,73
0.2,193,2,774,633
0.2,193,3,207,120
0.2,193,4,803,778
0.2,193,5,191,129
0.2,193,6,802,499
0.2,193,7,224,111
0.2,193,8,758,566
0.2,193,9,211,138
